A,B,C,D,E1,E2,E3,F1,F2,F3,F4,G11,G12,G13,G14,G21,G22,G23,G24,G25,G26,G31,G32,G33,G34,G35,H,I,J
5,5.22,E,A,900,26,19.85904,D,0.9306,1.373945,3.72,0,0,0,0,0.793089696178667,0.793089696178667,0.177777777777778,1400,31.5,209,,,,,,A9,D,3.19999999999993
5,5.62,E,A,900,28.7,19.9683,D,0.9402,1.40526,4.02,0,0,0,0,0.788750169017893,0.788750169017893,0.177777777777778,1400,31.5,209,,,,,,A9,D,3.19999999999993
6.1,5.88,E,A,900,35.5,20.03386,D,0.9498,1.436575,4.32,0,0,0,0,0.786169015856155,0.786169015856155,0.177777777777778,1400,31.5,209,,,,,,A9,D,3.904
4.8,6.88,E,A,900,25,20.11118,D,0.9594,1.46789,4.62,0,0,0,0,0.783146488669486,0.783146488669486,0.177777777777778,1400,31.5,209,,,,,,A9,D,3.07199999999966
6.4,6.86,E,A,900,25.9,20.21108,D,0.969,1.499205,4.92,0,0,0,0,0.779275526097566,0.779275526097566,0.177777777777778,1400,31.5,209,,,,,,A9,D,4.09600000000012
5.9,7.2,E,A,900,34.2,20.32976,D,0.9786,1.53052,5.22,0,0,0,0,0.774726312558535,0.774726312558535,0.177777777777778,1400,31.5,209,,,,,,A9,D,3.77599999999973
5.6,7.64,E,A,900,35.8,20.416,D,0.9882,1.561835,5.52,0,0,0,0,0.771453761755486,0.771453761755486,0.177777777777778,1400,31.5,209,,,,,,A9,D,3.58400000000017
3,7.34,E,A,900,41.4,20.48647,D,0.997799999999999,1.59315,5.82,0,0,0,0,0.76880009098688,0.76880009098688,0.177777777777778,1400,31.5,209,,,,,,A9,D,1.92000000000007
3.7,6.68,E,A,900,38,20.56073,D,1.0074,1.624465,6.12,0,0,0,0,0.766023385356454,0.766023385356454,0.177777777777778,1400,31.5,209,,,,,,A9,D,2.3679999999996
3.8,6.27,E,A,900,37,20.68661,D,1.017,1.65578,6.42,0,0,0,0,0.761362059805836,0.761362059805836,0.363848857952874,1400,31.5,209,,,,,,A9,D,2.43200000000002
1.4,5.66,E,A,900,40.9,20.78702,D,1.0266,1.687095,6.72,0,0,0,0,0.757684362645536,0.757684362645536,0.659339935783983,1400,31.5,209,,,,,,A9,D,0.896000000000186
0.6,5.62,E,A,900,42.1,20.92463,D,1.0362,1.71841,7.02,0,0,0,0,0.752701481459887,0.752701481459887,0.968831469725078,1400,31.5,209,,,,,,A9,D,0.384000000000242
1.3,5.23,E,A,900,37.1,20.93357,D,1.0458,1.749725,7.32,0,0,0,0,0.752380028824515,0.752380028824515,1.28222532686876,1400,31.5,209,,,,,,A9,D,0.832000000000335
2,5.7,E,A,900,32.1,21.05024,D,1.0554,1.78104,7.62,0,0,0,0,0.74820999665562,0.74820999665562,1.59722611652882,1400,31.5,209,,,,,,A9,D,1.27999999999986
2.7,6.57,E,A,900,29.8,21.138,D,1.065,1.812355,7.92,0,0,0,0,0.745103604882203,0.745103604882203,1.9130402118366,1400,31.5,209,,,,,,A9,D,1.72799999999995
1,5.5,E,A,900,27.3,21.2326,D,1.0746,1.84367,8.22,0,0,0,0,0.741783860667087,0.741783860667087,2.22932199181946,1400,31.5,209,,,,,,A9,D,0.639999999999645
0.3,4.65,E,A,900,28.6,21.32429,D,1.0842,1.874985,8.52,0,0,0,0,0.738594344758958,0.738594344758958,2.54589715829999,1400,31.5,209,,,,,,A9,D,0.192000000000121
1,4.32,E,A,900,24.8,21.41423,D,1.089,1.8906425,8.67,0,0,0,0,0.735492240440119,0.735492240440119,2.86266837834808,1400,31.5,209,,,,,,A9,D,0.640000000000214
0.3,4,E,A,900,22.7,21.50417,D,1.0938,1.9063,8.82,0,0,0,0,0.732416084880281,0.732416084880281,3.17957705591045,1400,31.5,209,,,,,,A9,D,0.191999999999553
1.2,4.65,E,A,900,27.8,21.7042,D,1.1034,1.937615,9.12,0,0,0,0,0.725666000129007,0.725666000129007,3.81366970169159,1400,31.5,209,,,,,,A9,D,0.767999999999915
0.6,4.93,E,A,900,24.8,21.88017,D,1.113,1.96893,9.42,0,0,0,0,0.719829873351075,0.719829873351075,4.44799857891442,1400,31.5,209,,,,,,A9,D,0.383999999999673
2.6,4.38,E,A,900,30.8,22.085,D,1.1226,2.000245,9.72,0,0,0,0,0.713153724247227,0.713153724247227,5.08247523828154,1400,31.5,209,,,,,,A9,D,1.6640000000001
0.8,3.83,E,A,900,24.9,22.26605,D,1.1322,2.03156,10.02,0,0,0,0,0.707354919260489,0.707354919260489,5.71705047754184,1400,31.5,209,,,,,,A9,D,0.511999999999944
0.7,3.33,E,A,900,25.3,22.46062,D,1.1418,2.062875,10.32,0,0,0,0,0.701227303609607,0.701227303609607,6.35169475046415,1400,31.5,209,,,,,,A9,D,0.447999999999524
0.8,3.98,E,A,900,32.9,22.57805,D,1.1514,2.09419,10.62,0,0,0,0,0.697580171892612,0.697580171892612,6.98638924400024,1400,31.5,209,,,,,,A9,D,0.511999999999944
0.3,4.2,E,A,900,26.9,22.77278,D,1.161,2.125505,10.92,0,0,0,0,0.691615165122572,0.691615165122572,7.62112141089399,1400,31.5,209,,,,,,A9,D,0.191999999999553
0.2,3.53,E,A,900,24.4,22.9514,D,1.1706,2.15682,11.22,0,0,0,0,0.686232648117326,0.686232648117326,8.25588256189412,1400,31.5,209,,,,,,A9,D,0.127999999999702
1,0.47,A,B,802,28.6,18.79935,D,0.878,1.24305,2.75,0,0,0,0,0.837794923760662,0.837794923760662,4.15628669280817,1400,31.5,209,,,,,,A9,D,0.640000000000214
0.9,3.44,A,B,802,20.4,18.78634,D,0.882,1.2492,2.76,0,0,0,0,0.838375117239441,0.838375117239441,3.49384658661102,1400,31.5,209,,,,,,A9,D,0.576000000000363
0.2,4.35,B,B,802,21.4,18.8627,D,0.886,1.25535,2.77,0,0,0,0,0.834981206296023,0.834981206296023,2.84246671607567,1400,31.5,209,,,,,,A9,D,0.12800000000027
1.9,5.04,B,B,802,26.7,18.986315,D,0.89,1.2615,2.79,0,0,0,0,0.829544859020826,0.829544859020826,2.14397384189245,1400,31.5,209,,,,,,A9,D,1.21600000000001
0.1,4.63,E,B,802,20.6,19.1781,D,0.894,1.26765,2.8,0,0,0,0,0.821249237411422,0.821249237411422,1.50818711367869,1400,31.5,209,,,,,,A9,D,0.0639999999998508
0.4,4.69,E,B,802,18.1,19.263605,D,0.898,1.2738,2.81,0,0,0,0,0.817603973918693,0.817603973918693,1.05528699292665,1400,31.5,209,,,,,,A9,D,0.25600000000054
1.6,5.21,E,B,802,23,19.37397,D,0.9018,1.28,2.82,0,0,0,0,0.812946443088329,0.812946443088329,0.984126984126984,1400,31.5,209,,,,,,A9,D,1.02400000000046
2.5,5.47,E,B,802,22.8,19.486185,D,0.9114,1.311315,3.12,0,0,0,0,0.808264932309736,0.808264932309736,0.984126984126984,1400,31.5,209,,,,,,A9,D,1.59999999999968
3.6,6.35,E,B,802,26.2,19.571245,D,0.921,1.34263,3.42,0,0,0,0,0.804752073769451,0.804752073769451,0.984126984126984,1400,31.5,209,,,,,,A9,D,2.30399999999975
2,6.34,E,B,802,25.6,19.66985,D,0.9306,1.373945,3.72,0,0,0,0,0.800717849907345,0.800717849907345,0.984126984126984,1400,31.5,209,,,,,,A9,D,1.27999999999986
3.2,6.18,E,B,802,25.8,19.763025,D,0.9402,1.40526,4.02,0,0,0,0,0.796942775713738,0.796942775713738,0.984126984126984,1400,31.5,209,,,,,,A9,D,2.04799999999977
4.4,5.86,E,B,802,29.2,19.850525,D,0.9498,1.436575,4.32,0,0,0,0,0.79342989669039,0.79342989669039,0.984126984126984,1400,31.5,209,,,,,,A9,D,2.81599999999969
2.3,5.45,E,B,802,31.7,19.953025,D,0.9594,1.46789,4.62,0,0,0,0,0.789353995196217,0.789353995196217,0.984126984126984,1400,31.5,209,,,,,,A9,D,1.47199999999998
2.4,6.26,E,B,802,38.8,20.058,D,0.969,1.499205,4.92,0,0,0,0,0.7852228537242,0.7852228537242,0.984126984126984,1400,31.5,209,,,,,,A9,D,1.53599999999983
4.2,6.16,E,B,802,29.9,20.142395,D,0.9786,1.53052,5.22,0,0,0,0,0.781932833707213,0.781932833707213,0.984126984126984,1400,31.5,209,,,,,,A9,D,2.68799999999999
2.5,6.6,E,B,802,28.5,20.3359,D,0.9882,1.561835,5.52,0,0,0,0,0.774492400139654,0.774492400139654,0.984126984126984,1400,31.5,209,,,,,,A9,D,1.59999999999968
2.5,6.41,E,B,802,25.7,20.43417,D,0.997799999999999,1.59315,5.82,0,0,0,0,0.770767787485374,0.770767787485374,0.984126984126984,1400,31.5,209,,,,,,A9,D,1.60000000000025
1.7,6.19,E,B,802,29.8,20.53305,D,1.0074,1.624465,6.12,0,0,0,0,0.767056038922615,0.767056038922615,0.984126984126984,1400,31.5,209,,,,,,A9,D,1.08800000000031
1.7,5.83,E,B,802,25.6,20.63118,D,1.017,1.65578,6.42,0,0,0,0,0.763407618953448,0.763407618953448,0.984126984126984,1400,31.5,209,,,,,,A9,D,1.08800000000031
1.7,6.13,E,B,802,32.1,20.738025,D,1.0266,1.687095,6.72,0,0,0,0,0.75947444368497,0.75947444368497,1.05528699292665,1400,31.5,209,,,,,,A9,D,1.08800000000031
0.8,6.54,E,B,802,32.4,20.85224,D,1.0362,1.71841,7.02,0,0,0,0,0.755314536951426,0.755314536951426,1.24459020850239,1400,31.5,209,,,,,,A9,D,0.511999999999944
1.8,6.7,E,B,802,26.5,20.93608,D,1.0458,1.749725,7.32,0,0,0,0,0.752289826939905,0.752289826939905,1.50818711367869,1400,31.5,209,,,,,,A9,D,1.15199999999959
1.1,6.84,E,B,802,31.4,21.046355,D,1.0554,1.78104,7.62,0,0,0,0,0.748348110634834,0.748348110634834,1.81397392090942,1400,31.5,209,,,,,,A9,D,0.704000000000065
0.8,6.31,E,B,802,28.5,21.1322,D,1.065,1.812355,7.92,0,0,0,0,0.745308108005792,0.745308108005792,2.14397384189245,1400,31.5,209,,,,,,A9,D,0.511999999999944
1.9,6.01,E,B,802,30.2,21.223975,D,1.0746,1.84367,8.22,0,0,0,0,0.742085306828716,0.742085306828716,2.48857302822426,1400,31.5,209,,,,,,A9,D,1.21600000000001
0.9,5.5,E,B,802,31.8,21.323295,D,1.0842,1.874985,8.52,0,0,0,0,0.738628809478085,0.738628809478085,2.84246671607567,1400,31.5,209,,,,,,A9,D,0.576
1,5.87,E,B,802,43.8,21.427445,D,1.089,1.8906425,8.67,0,0,0,0,0.735038638531099,0.735038638531099,3.20257517949186,1400,31.5,209,,,,,,A9,D,0.640000000000214
0.8,6.38,E,B,802,29.8,21.6030475,D,1.0986,1.9219575,8.97,0,0,0,0,0.729063804539614,0.729063804539614,3.93458734509931,1400,31.5,209,,,,,,A9,D,0.511999999999944
0.3,6.13,E,B,802,22.7,21.7817975,D,1.1082,1.9532725,9.27,0,0,0,0,0.723080820120562,0.723080820120562,4.67615922574931,1400,31.5,209,,,,,,A9,D,0.191999999999553
1.1,5.47,E,B,802,25,21.9719425,D,1.1178,1.9845875,9.57,0,0,0,0,0.716823284969001,0.716823284969001,5.42337075676477,1400,31.5,209,,,,,,A9,D,0.703999999999496
0.3,5.3,E,B,802,18.7,22.142995,D,1.1274,2.0159025,9.87,0,0,0,0,0.711285894252336,0.711285894252336,6.17417471072277,1400,31.5,209,,,,,,A9,D,0.192000000000121
0.3,6.28,E,B,802,27.4,22.32051,D,1.137,2.0472175,10.17,0,0,0,0,0.705629038046174,0.705629038046174,6.92740312701319,1400,31.5,209,,,,,,A9,D,0.192000000000121
0.7,6.43,E,B,802,16.8,22.5041475,D,1.1466,2.0785325,10.47,0,0,0,0,0.699870990447428,0.699870990447428,7.6823429070956,1400,31.5,209,,,,,,A9,D,0.448000000000093
0.5,5.34,E,B,802,21.7,22.68279,D,1.1562,2.1098475,10.77,0,0,0,0,0.694359027262519,0.694359027262519,8.43853475033896,1400,31.5,209,,,,,,A9,D,0.319999999999823
0.1,5.19,E,B,802,7.9,22.8648525,D,1.1658,2.1411625,11.07,0,0,0,0,0.688830159739714,0.688830159739714,9.19566977743224,1400,31.5,209,,,,,,A9,D,0.0640000000004193
0.6,5.5,E,B,802,22.1,23.0684275,D,1.1753,2.17291,11.38,0,0,0,0,0.682751349219621,0.682751349219621,9.95353275530399,1400,31.5,209,,,,,,A9,D,0.384000000000242
1,-2.18,A,A,1300,4.4,18.80509,D,0.878,1.24305,2.75,0,0,0,0,0.914645981486927,0.84,3.73756374073398,1400,31.5,,,,,,,A10,D,0.640000000000214
0.9,-0.02,A,A,1300,2.6,18.82283,D,0.882,1.2492,2.76,0,0,0,0,0.913783952784995,0.84,3.05279982928492,1400,31.5,,,,,,,A10,D,0.576000000000363
0.8,3.53,B,A,1300,12.5,18.95284,D,0.886,1.25535,2.77,0,0,0,0,0.907515707408494,0.83,2.29261744174425,1400,31.5,,,,,,,A10,D,0.511999999999944
1.4,5.55,B,A,1300,20.4,19.09894,D,0.89,1.2615,2.79,0,0,0,0,0.900573539683354,0.82,1.53414484424523,1400,31.5,,,,,,,A10,D,0.896000000000186
2.8,6.01,E,A,1300,35.1,19.27343,D,0.894,1.26765,2.8,0,0,0,0,0.892420290524313,0.82,0.782370631149174,1400,31.5,,,,,,,A10,D,1.7919999999998
4.8,6.22,E,A,1300,20.6,19.40877,D,0.898,1.2738,2.81,0,0,0,0,0.886197322138394,0.81,0.177777777777778,1400,31.5,,,,,,,A10,D,3.07200000000023
2.8,5.15,E,A,1300,19,19.61538,D,0.9018,1.28,2.82,0,0,0,0,0.876862951418734,0.8,0.177777777777778,1400,31.5,,,,,,,A10,D,1.7919999999998
3.5,4.01,E,A,1300,15.7,19.68296,D,0.9114,1.311315,3.12,0,0,0,0,0.873852306766868,0.8,0.177777777777778,1400,31.5,,,,,,,A10,D,2.2399999999999
5,2.96,E,A,1300,22,19.73193,D,0.921,1.34263,3.42,0,0,0,0,0.871683611283843,0.8,0.177777777777778,1400,31.5,,,,,,,A10,D,3.19999999999993
5.2,2.69,E,A,1300,31,19.85904,D,0.9306,1.373945,3.72,0,0,0,0,0.866104303128449,0.79,0.177777777777778,1400,31.5,,,,,,,A10,D,3.3280000000002
5.3,3,E,A,1300,33.7,19.9683,D,0.9402,1.40526,4.02,0,0,0,0,0.86136526394335,0.79,0.177777777777778,1400,31.5,,,,,,,A10,D,3.39200000000005
6.9,3,E,A,1300,41.6,20.03386,D,0.9498,1.436575,4.32,0,0,0,0,0.858546480807992,0.79,0.177777777777778,1400,31.5,,,,,,,A10,D,4.41599999999994
4.4,3.88,E,A,1300,29.8,20.11118,D,0.9594,1.46789,4.62,0,0,0,0,0.855245689213661,0.78,0.177777777777778,1400,31.5,,,,,,,A10,D,2.81599999999969
4.7,4.01,E,A,1300,32.3,20.21108,D,0.969,1.499205,4.92,0,0,0,0,0.851018352309723,0.78,0.177777777777778,1400,31.5,,,,,,,A10,D,3.00799999999981
4.7,4.75,E,A,1300,40.1,20.32976,D,0.9786,1.53052,5.22,0,0,0,0,0.846050322286146,0.77,0.177777777777778,1400,31.5,,,,,,,A10,D,3.00799999999981
5.3,4.63,E,A,1300,41.4,20.416,D,0.9882,1.561835,5.52,0,0,0,0,0.842476489028213,0.77,0.177777777777778,1400,31.5,,,,,,,A10,D,3.39200000000005
3.6,4.26,E,A,1300,44.4,20.48647,D,0.997799999999999,1.59315,5.82,0,0,0,0,0.839578512061863,0.77,0.177777777777778,1400,31.5,,,,,,,A10,D,2.30399999999975
2.4,3.82,E,A,1300,41.7,20.56073,D,1.0074,1.624465,6.12,0,0,0,0,0.836546173214667,0.77,0.177777777777778,1400,31.5,,,,,,,A10,D,1.53599999999983
1.3,3.52,E,A,1300,40.8,20.68661,D,1.017,1.65578,6.42,0,0,0,0,0.831455709756214,0.76,0.177777777777778,1400,31.5,,,,,,,A10,D,0.831999999999766
0.9,2.86,E,A,1300,42.3,20.78702,D,1.0266,1.687095,6.72,0,0,0,0,0.827439430952585,0.76,0.177777777777778,1400,31.5,,,,,,,A10,D,0.576000000000363
3,2.58,E,A,1300,42.7,20.92463,D,1.0362,1.71841,7.02,0,0,0,0,0.821997808324448,0.75,0.177777777777778,1400,31.5,,,,,,,A10,D,1.92
0.4,2.36,E,A,1300,38.4,20.93357,D,1.0458,1.749725,7.32,0,0,0,0,0.82164676163693,0.75,0.177777777777778,1400,31.5,,,,,,,A10,D,0.255999999999972
0.1,3,E,A,1300,34.1,21.05024,D,1.0554,1.78104,7.62,0,0,0,0,0.81709282174455,0.75,0.177777777777778,1400,31.5,,,,,,,A10,D,0.0639999999998508
0.7,4.62,E,A,1300,32.5,21.138,D,1.065,1.812355,7.92,0,0,0,0,0.813700444696755,0.75,0.177777777777778,1400,31.5,,,,,,,A10,D,0.448000000000093
0.3,3.52,E,A,1300,28.3,21.2326,D,1.0746,1.84367,8.22,0,0,0,0,0.810075073236438,0.74,0.177777777777778,1400,31.5,,,,,,,A10,D,0.191999999999553
0.8,3.37,E,A,1300,28.3,21.32429,D,1.0842,1.874985,8.52,0,0,0,0,0.806591919355814,0.74,0.363848857952874,1400,31.5,,,,,,,A10,D,0.511999999999944
0.5,3.48,E,A,1300,25.8,21.41423,D,1.089,1.8906425,8.67,0,0,0,0,0.803204224480637,0.74,0.659339935783983,1400,31.5,,,,,,,A10,D,0.319999999999823
0.4,3.6,E,A,1300,23,21.50417,D,1.0938,1.9063,8.82,0,0,0,0,0.799844867297831,0.73,0.968831469725078,1400,31.5,,,,,,,A10,D,0.256
0.4,4.02,E,A,1300,29,21.7042,D,1.1034,1.937615,9.12,0,0,0,0,0.79247334617263,0.73,1.28222532686876,1400,31.5,,,,,,,A10,D,0.255999999999972
0,4.26,E,A,1300,24.2,21.88017,D,1.113,1.96893,9.42,0,0,0,0,0.786099925183397,0.72,1.9130402118366,1400,31.5,,,,,,,A10,D,0
2.3,3.66,E,A,1300,33.4,22.085,D,1.1226,2.000245,9.72,0,0,0,0,0.778809146479511,0.71,2.54589715829999,1400,31.5,,,,,,,A10,D,1.47199999999998
0.8,3.36,E,A,1300,25.7,22.26605,D,1.1322,2.03156,10.02,0,0,0,0,0.772476483255899,0.71,3.17957705591045,1400,31.5,,,,,,,A10,D,0.511999999999944
0.4,3.09,E,A,1300,24.6,22.46062,D,1.1418,2.062875,10.32,0,0,0,0,0.765784737910173,0.7,3.81366970169159,1400,31.5,,,,,,,A10,D,0.255999999999972
0.5,3.5,E,A,1300,33.7,22.57805,D,1.1514,2.09419,10.62,0,0,0,0,0.761801838511297,0.7,4.44799857891442,1400,31.5,,,,,,,A10,D,0.320000000000391
0.1,3.41,E,A,1300,27.2,22.77278,D,1.161,2.125505,10.92,0,0,0,0,0.755287672387824,0.69,5.08247523828154,1400,31.5,,,,,,,A10,D,0.0639999999998508
0.2,2.93,E,A,1300,24.2,22.9514,D,1.1706,2.15682,11.22,0,0,0,0,0.749409622070985,0.69,5.71705047754184,1400,31.5,,,,,,,A10,D,0.128
0,1.75,A,B,1202,27.6,18.79935,D,0.878,1.24305,2.75,0,0,0,0,0.914925250075135,0.84,4.15628669280817,1400,31.5,,,,,,,A10,D,0
0.6,5.75,A,B,1202,19.5,18.78634,D,0.882,1.2492,2.76,0,0,0,0,0.915558858191643,0.84,3.49384658661102,1400,31.5,,,,,,,A10,D,0.384
1,5.95,B,B,1202,21.6,18.8627,D,0.886,1.25535,2.77,0,0,0,0,0.911852491955022,0.83,2.84246671607567,1400,31.5,,,,,,,A10,D,0.640000000000214
1.6,7.69,B,B,1202,28.6,18.986315,D,0.89,1.2615,2.79,0,0,0,0,0.905915655565601,0.83,2.14397384189245,1400,31.5,,,,,,,A10,D,1.02399999999989
0.5,7.46,E,B,1202,20.7,19.1781,D,0.894,1.26765,2.8,0,0,0,0,0.896856310061998,0.82,1.50818711367869,1400,31.5,,,,,,,A10,D,0.319999999999823
0.8,7.22,E,B,1202,18.5,19.263605,D,0.898,1.2738,2.81,0,0,0,0,0.892875450882636,0.82,1.05528699292665,1400,31.5,,,,,,,A10,D,0.512000000000512
1.9,7.52,E,B,1202,24.6,19.37397,D,0.9018,1.28,2.82,0,0,0,0,0.887789131499636,0.81,0.984126984126984,1400,31.5,,,,,,,A10,D,1.21600000000001
0.8,7.33,E,B,1202,25.3,19.486185,D,0.9114,1.311315,3.12,0,0,0,0,0.882676624490633,0.81,0.984126984126984,1400,31.5,,,,,,,A10,D,0.511999999999944
2.7,7.97,E,B,1202,29.8,19.571245,D,0.921,1.34263,3.42,0,0,0,0,0.878840359926004,0.8,0.984126984126984,1400,31.5,,,,,,,A10,D,1.72799999999995
0.5,7.83,E,B,1202,27.6,19.66985,D,0.9306,1.373945,3.72,0,0,0,0,0.874434731327387,0.8,0.984126984126984,1400,31.5,,,,,,,A10,D,0.319999999999823
2.4,7.74,E,B,1202,29,19.763025,D,0.9402,1.40526,4.02,0,0,0,0,0.870312110620717,0.8,0.984126984126984,1400,31.5,,,,,,,A10,D,1.53599999999983
3,7.54,E,B,1202,33.6,19.850525,D,0.9498,1.436575,4.32,0,0,0,0,0.866475823687283,0.79,0.984126984126984,1400,31.5,,,,,,,A10,D,1.9199999999995
2.8,6.25,E,B,1202,34,19.953025,D,0.9594,1.46789,4.62,0,0,0,0,0.86202468046825,0.79,0.984126984126984,1400,31.5,,,,,,,A10,D,1.79200000000037
0,6.82,E,B,1202,41.2,20.058,D,0.969,1.499205,4.92,0,0,0,0,0.85751321168611,0.79,0.984126984126984,1400,31.5,,,,,,,A10,D,0
3.1,6.57,E,B,1202,34.1,20.142395,D,0.9786,1.53052,5.22,0,0,0,0,0.853920300937401,0.78,0.984126984126984,1400,31.5,,,,,,,A10,D,1.98400000000049
3.4,7,E,B,1202,31,20.3359,D,0.9882,1.561835,5.52,0,0,0,0,0.845794875073146,0.77,0.984126984126984,1400,31.5,,,,,,,A10,D,2.17600000000004
1.5,6.68,E,B,1202,28.2,20.43417,D,0.997799999999999,1.59315,5.82,0,0,0,0,0.841727361571329,0.77,0.984126984126984,1400,31.5,,,,,,,A10,D,0.960000000000036
1,6.38,E,B,1202,31.5,20.53305,D,1.0074,1.624465,6.12,0,0,0,0,0.837673896474221,0.77,0.984126984126984,1400,31.5,,,,,,,A10,D,0.640000000000214
0.9,5.17,E,B,1202,27.3,20.63118,D,1.017,1.65578,6.42,0,0,0,0,0.833689590222178,0.76,0.984126984126984,1400,31.5,,,,,,,A10,D,0.576000000000363
0.7,5.36,E,B,1202,33.8,20.738025,D,1.0266,1.687095,6.72,0,0,0,0,0.829394313103586,0.76,0.984126984126984,1400,31.5,,,,,,,A10,D,0.448
0.8,5.79,E,B,1202,33.2,20.85224,D,1.0362,1.71841,7.02,0,0,0,0,0.824851430829494,0.76,0.984126984126984,1400,31.5,,,,,,,A10,D,0.512
1.1,5.53,E,B,1202,28.3,20.93608,D,1.0458,1.749725,7.32,0,0,0,0,0.821548255451832,0.75,0.984126984126984,1400,31.5,,,,,,,A10,D,0.703999999999496
0.4,6.24,E,B,1202,32.5,21.046355,D,1.0554,1.78104,7.62,0,0,0,0,0.817243650978994,0.75,0.984126984126984,1400,31.5,,,,,,,A10,D,0.255999999999972
0.3,6.02,E,B,1202,29.3,21.1322,D,1.065,1.812355,7.92,0,0,0,0,0.813923775092039,0.75,0.984126984126984,1400,31.5,,,,,,,A10,D,0.192000000000121
1,5.67,E,B,1202,32.1,21.223975,D,1.0746,1.84367,8.22,0,0,0,0,0.810404271584376,0.74,0.984126984126984,1400,31.5,,,,,,,A10,D,0.640000000000214
0.4,4.62,E,B,1202,30.9,21.323295,D,1.0842,1.874985,8.52,0,0,0,0,0.806629557017337,0.74,0.984126984126984,1400,31.5,,,,,,,A10,D,0.256
0.4,4.97,E,B,1202,44.8,21.427445,D,1.089,1.8906425,8.67,0,0,0,0,0.802708862395866,0.74,1.03406333173983,1400,31.5,,,,,,,A10,D,0.255999999999972
1,5.63,E,B,1202,30.6,21.6030475,D,1.0986,1.9219575,8.97,0,0,0,0,0.796183964322626,0.73,1.36950188000781,1400,31.5,,,,,,,A10,D,0.640000000000214
0.5,5.72,E,B,1202,23,21.7817975,D,1.1082,1.9532725,9.27,0,0,0,0,0.789650165464994,0.72,1.86762743874066,1400,31.5,,,,,,,A10,D,0.319999999999823
0.3,4.89,E,B,1202,26.1,21.9719425,D,1.1178,1.9845875,9.57,0,0,0,0,0.782816539775671,0.72,2.43038629148231,1400,31.5,,,,,,,A10,D,0.191999999999553
0.3,4.5,E,B,1202,19,22.142995,D,1.1274,2.0159025,9.87,0,0,0,0,0.776769357532709,0.71,3.02188206702534,1400,31.5,,,,,,,A10,D,0.192000000000121
0.4,5.43,E,B,1202,27.7,22.32051,D,1.137,2.0472175,10.17,0,0,0,0,0.770591711390107,0.71,3.6280867345599,1400,31.5,,,,,,,A10,D,0.256
0.9,5.48,E,B,1202,17.5,22.5041475,D,1.1466,2.0785325,10.47,0,0,0,0,0.764303557821952,0.7,4.24270007250876,1400,31.5,,,,,,,A10,D,0.575999999999794
0.5,4.16,E,B,1202,22.2,22.68279,D,1.1562,2.1098475,10.77,0,0,0,0,0.758284144058116,0.69,4.86253461502724,1400,31.5,,,,,,,A10,D,0.319999999999823
0.7,3.83,E,B,1202,7.8,22.8648525,D,1.1658,2.1411625,11.07,0,0,0,0,0.752246269684005,0.69,5.48582083964711,1400,31.5,,,,,,,A10,D,0.448
1.3,4.32,E,B,1202,22.7,23.0684275,D,1.1753,2.17291,11.38,0,0,0,0,0.74560782263984,0.68,6.11150277038069,1400,31.5,,,,,,,A10,D,0.831999999999766
1.33,0.08,A,A,3063,15.17,9.7513,L,0.5875,0.558,2.51,0,0,0,0,0.974229077148688,0.594792489206567,7.3448275862069,5852.1,5,22,,0.21,,,,A11,A,
2.3,-0.09,A,A,3063,19.4,9.86137,L,0.584800000000001,0.56275,2.57,0,0,0,0,0.963354990229552,0.588153572982253,7.3448275862069,5852.1,5,22,,0.21,,,,A11,A,
2.57,0.04,B,A,3063,21.53,10.088325,L,0.582100000000001,0.5675,2.62,0,0,0,0,0.941682588536749,0.574922001422436,7.3448275862069,5852.1,5,22,,0.21,,,,A11,A,
2.01,0.21,B,A,3063,27.19,10.26027855,L,0.579400000000001,0.57225,2.68,0,0,0,0,0.925900788531711,0.565286797208834,7.3448275862069,5852.1,5,22,,0.21,,,,A11,A,
1.71,0.36,E,A,3063,28.39,10.4535225,L,0.576700000000001,0.577,2.74,0,0,0,0,0.908784574768936,0.554836898279982,7.3448275862069,5852.1,5,22,,0.21,,,,A11,A,
2.43,0.38,E,A,3063,28.57,10.660883,L,0.574000000000001,0.58175,2.79,0,0,0,0,0.891108175561068,0.544044991395178,7.3448275862069,5852.1,5,22,,0.21,,,,A11,A,
1.61,0.26,E,A,3063,24.29,10.815065,L,0.571300000000001,0.5865,2.85,0,0,0,0,0.87840433691337,0.536288963589216,7.3448275862069,5852.1,5,22,,0.21,,,,A11,A,
2.03,0.08,E,A,3063,26.47,11.06253,L,0.568600000000001,0.591249999999999,2.9,0,0,0,0,0.858754733320497,0.524292363500935,7.3448275862069,5852.1,5,22,,0.21,,,,A11,A,
3.02,0.25,E,A,3063,22.58,11.21262,L,0.565900000000001,0.595999999999999,2.96,0,0,0,0,0.847259605694298,0.517274285581782,7.3448275862069,5852.1,5,22,,0.21,,,,A11,A,
2.08,0.17,E,A,3063,26.82,11.390873,L,0.563200000000001,0.600749999999999,3.01,0,0,0,0,0.83400104627626,0.509179586147611,7.3448275862069,5852.1,5,22,,0.21,,,,A11,A,
1.21,0.47,E,A,3063,17.59,11.606005,L,0.560500000000001,0.605499999999999,3.07,0,0,0,0,0.818541780741952,0.499741297716139,7.3448275862069,5852.1,5,22,,0.21,,,,A11,A,
